"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SI.DST.FRST.10","Part des revenus détenus par les 10% moins élevés","Le pourcentage du revenu ou la consommation est la part qui revient à des sous-groupes de la population indiquée par décile ou quintile.","Banque mondiale, Groupe de recherche pour le développement. Données d’après les données brutes d’enquêtes sur les ménages obtenues des organismes statistiques gouvernementaux et des départements-pays de la Banque mondiale. Les données sur les économies à revenu élevé sont tirées de la base de données de l’Étude sur le revenu du Luxembourg. Pour obtenir de plus amples renseignements et connaître la méthode, veuillez consulter le site de PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",
