sc_pib,sc_cho,sc_emp,sc_act
0.6191616602294632,5.992502960336219,0.26616687045552334,0.23695650758103654
0.6364144762500752,6.015032801135248,0.2699828321285092,0.24101574514945256
0.6406766193131449,6.052853843938616,0.2716680114935377,0.24319578116704343
0.6514784320925362,5.993557120985862,0.2763120296863203,0.2469628960807119
0.6552707454243283,5.911226112149951,0.2807734441263036,0.2503127675618
0.6660549549339224,5.971420395342861,0.28236362497554557,0.252646695101862
0.6659599490657764,5.8177831238053255,0.28528047175975285,0.25340346347402537
0.6719869718210791,5.775134724186646,0.2896070021902962,0.2570920597455363
0.6965418738531921,5.6209276775114745,0.29198194656656457,0.25731954167798365
0.700975447669012,5.410205894419031,0.29752498141010564,0.25992386794047917
0.7137100673106482,5.2478153233101175,0.3023365356211256,0.2623836531883225
0.7270549228289656,5.025226315349871,0.3049523833972463,0.26196694276560556
