"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","1998-Q4","Q4-1998","CAD","Canadian Dollar","0","Units",,,953512000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","1999-Q1","Q1-1999","CAD","Canadian Dollar","0","Units",,,975204000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","1999-Q2","Q2-1999","CAD","Canadian Dollar","0","Units",,,994180000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","1999-Q3","Q3-1999","CAD","Canadian Dollar","0","Units",,,1021220000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","1999-Q4","Q4-1999","CAD","Canadian Dollar","0","Units",,,1041052000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2000-Q1","Q1-2000","CAD","Canadian Dollar","0","Units",,,1070156000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2000-Q2","Q2-2000","CAD","Canadian Dollar","0","Units",,,1099436000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2000-Q3","Q3-2000","CAD","Canadian Dollar","0","Units",,,1121692000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2000-Q4","Q4-2000","CAD","Canadian Dollar","0","Units",,,1132952000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2001-Q1","Q1-2001","CAD","Canadian Dollar","0","Units",,,1149892000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2001-Q2","Q2-2001","CAD","Canadian Dollar","0","Units",,,1152848000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2001-Q3","Q3-2001","CAD","Canadian Dollar","0","Units",,,1138776000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2001-Q4","Q4-2001","CAD","Canadian Dollar","0","Units",,,1136616000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2002-Q1","Q1-2002","CAD","Canadian Dollar","0","Units",,,1158688000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2002-Q2","Q2-2002","CAD","Canadian Dollar","0","Units",,,1185756000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2002-Q3","Q3-2002","CAD","Canadian Dollar","0","Units",,,1204168000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2002-Q4","Q4-2002","CAD","Canadian Dollar","0","Units",,,1226136000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2003-Q1","Q1-2003","CAD","Canadian Dollar","0","Units",,,1250036000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2003-Q2","Q2-2003","CAD","Canadian Dollar","0","Units",,,1237704000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2003-Q3","Q3-2003","CAD","Canadian Dollar","0","Units",,,1258352000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2003-Q4","Q4-2003","CAD","Canadian Dollar","0","Units",,,1272864000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2004-Q1","Q1-2004","CAD","Canadian Dollar","0","Units",,,1296200000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2004-Q2","Q2-2004","CAD","Canadian Dollar","0","Units",,,1328088000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2004-Q3","Q3-2004","CAD","Canadian Dollar","0","Units",,,1351512000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2004-Q4","Q4-2004","CAD","Canadian Dollar","0","Units",,,1367092000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2005-Q1","Q1-2005","CAD","Canadian Dollar","0","Units",,,1380292000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2005-Q2","Q2-2005","CAD","Canadian Dollar","0","Units",,,1399428000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2005-Q3","Q3-2005","CAD","Canadian Dollar","0","Units",,,1437052000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2005-Q4","Q4-2005","CAD","Canadian Dollar","0","Units",,,1469516000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2006-Q1","Q1-2006","CAD","Canadian Dollar","0","Units",,,1475988000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2006-Q2","Q2-2006","CAD","Canadian Dollar","0","Units",,,1490720000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2006-Q3","Q3-2006","CAD","Canadian Dollar","0","Units",,,1505012000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2006-Q4","Q4-2006","CAD","Canadian Dollar","0","Units",,,1514568000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2007-Q1","Q1-2007","CAD","Canadian Dollar","0","Units",,,1547204000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2007-Q2","Q2-2007","CAD","Canadian Dollar","0","Units",,,1576504000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2007-Q3","Q3-2007","CAD","Canadian Dollar","0","Units",,,1582112000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2007-Q4","Q4-2007","CAD","Canadian Dollar","0","Units",,,1604828000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2008-Q1","Q1-2008","CAD","Canadian Dollar","0","Units",,,1637300000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2008-Q2","Q2-2008","CAD","Canadian Dollar","0","Units",,,1677232000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2008-Q3","Q3-2008","CAD","Canadian Dollar","0","Units",,,1694552000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2008-Q4","Q4-2008","CAD","Canadian Dollar","0","Units",,,1619084000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2009-Q1","Q1-2009","CAD","Canadian Dollar","0","Units",,,1557212000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2009-Q2","Q2-2009","CAD","Canadian Dollar","0","Units",,,1548360000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2009-Q3","Q3-2009","CAD","Canadian Dollar","0","Units",,,1567908000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2009-Q4","Q4-2009","CAD","Canadian Dollar","0","Units",,,1611856000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2010-Q1","Q1-2010","CAD","Canadian Dollar","0","Units",,,1643948000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2010-Q2","Q2-2010","CAD","Canadian Dollar","0","Units",,,1653080000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2010-Q3","Q3-2010","CAD","Canadian Dollar","0","Units",,,1665404000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2010-Q4","Q4-2010","CAD","Canadian Dollar","0","Units",,,1701756000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2011-Q1","Q1-2011","CAD","Canadian Dollar","0","Units",,,1737876000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2011-Q2","Q2-2011","CAD","Canadian Dollar","0","Units",,,1759756000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2011-Q3","Q3-2011","CAD","Canadian Dollar","0","Units",,,1785780000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2011-Q4","Q4-2011","CAD","Canadian Dollar","0","Units",,,1812840000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2012-Q1","Q1-2012","CAD","Canadian Dollar","0","Units",,,1815020000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2012-Q2","Q2-2012","CAD","Canadian Dollar","0","Units",,,1818984000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2012-Q3","Q3-2012","CAD","Canadian Dollar","0","Units",,,1830704000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2012-Q4","Q4-2012","CAD","Canadian Dollar","0","Units",,,1844100000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2013-Q1","Q1-2013","CAD","Canadian Dollar","0","Units",,,1876760000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2013-Q2","Q2-2013","CAD","Canadian Dollar","0","Units",,,1886644000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2013-Q3","Q3-2013","CAD","Canadian Dollar","0","Units",,,1912448000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2013-Q4","Q4-2013","CAD","Canadian Dollar","0","Units",,,1933136000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2014-Q1","Q1-2014","CAD","Canadian Dollar","0","Units",,,1963276000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2014-Q2","Q2-2014","CAD","Canadian Dollar","0","Units",,,1988412000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2014-Q3","Q3-2014","CAD","Canadian Dollar","0","Units",,,2013864000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2014-Q4","Q4-2014","CAD","Canadian Dollar","0","Units",,,2014016000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2015-Q1","Q1-2015","CAD","Canadian Dollar","0","Units",,,1984244000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2015-Q2","Q2-2015","CAD","Canadian Dollar","0","Units",,,1985120000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2015-Q3","Q3-2015","CAD","Canadian Dollar","0","Units",,,2000736000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2015-Q4","Q4-2015","CAD","Canadian Dollar","0","Units",,,1991656000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2016-Q1","Q1-2016","CAD","Canadian Dollar","0","Units",,,2000948000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2016-Q2","Q2-2016","CAD","Canadian Dollar","0","Units",,,2003336000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2016-Q3","Q3-2016","CAD","Canadian Dollar","0","Units",,,2038744000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2016-Q4","Q4-2016","CAD","Canadian Dollar","0","Units",,,2069864000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2017-Q1","Q1-2017","CAD","Canadian Dollar","0","Units",,,2110016000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2017-Q2","Q2-2017","CAD","Canadian Dollar","0","Units",,,2132820000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2017-Q3","Q3-2017","CAD","Canadian Dollar","0","Units",,,2144764000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2017-Q4","Q4-2017","CAD","Canadian Dollar","0","Units",,,2178432000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2018-Q1","Q1-2018","CAD","Canadian Dollar","0","Units",,,2194432000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2018-Q2","Q2-2018","CAD","Canadian Dollar","0","Units",,,2214392000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2018-Q3","Q3-2018","CAD","Canadian Dollar","0","Units",,,2238188000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2018-Q4","Q4-2018","CAD","Canadian Dollar","0","Units",,,2223144000000,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2019-Q1","Q1-2019","CAD","Canadian Dollar","0","Units",,,2233451051061.06,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2019-Q2","Q2-2019","CAD","Canadian Dollar","0","Units",,,2251500531274.77,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2019-Q3","Q3-2019","CAD","Canadian Dollar","0","Units",,,2271889961351.58,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2019-Q4","Q4-2019","CAD","Canadian Dollar","0","Units",,,2292824127822.94,,
"CAN","Canada","GDP","Gross domestic product, nominal value, market prices","Q","Quarterly","2020-Q1","Q1-2020","CAD","Canadian Dollar","0","Units",,,2314023656152.11,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1995-Q1","Q1-1995","USD","US Dollar","0","Units","2015","2015",976942538736.15,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1995-Q2","Q2-1995","USD","US Dollar","0","Units","2015","2015",977318063832.785,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1995-Q3","Q3-1995","USD","US Dollar","0","Units","2015","2015",978643930950.292,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1995-Q4","Q4-1995","USD","US Dollar","0","Units","2015","2015",982626473422.504,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1996-Q1","Q1-1996","USD","US Dollar","0","Units","2015","2015",983267995462.59,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1996-Q2","Q2-1996","USD","US Dollar","0","Units","2015","2015",990125446075.93,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1996-Q3","Q3-1996","USD","US Dollar","0","Units","2015","2015",998793817056.597,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1996-Q4","Q4-1996","USD","US Dollar","0","Units","2015","2015",1006733372882.61,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1997-Q1","Q1-1997","USD","US Dollar","0","Units","2015","2015",1019993691097.57,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1997-Q2","Q2-1997","USD","US Dollar","0","Units","2015","2015",1031504029421.42,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1997-Q3","Q3-1997","USD","US Dollar","0","Units","2015","2015",1043820593775.1,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1997-Q4","Q4-1997","USD","US Dollar","0","Units","2015","2015",1053884007548.97,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1998-Q1","Q1-1998","USD","US Dollar","0","Units","2015","2015",1068702425506.99,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1998-Q2","Q2-1998","USD","US Dollar","0","Units","2015","2015",1069258301472.41,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1998-Q3","Q3-1998","USD","US Dollar","0","Units","2015","2015",1079201481333.76,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1998-Q4","Q4-1998","USD","US Dollar","0","Units","2015","2015",1093783549066.48,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1999-Q1","Q1-1999","USD","US Dollar","0","Units","2015","2015",1113557910076.15,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1999-Q2","Q2-1999","USD","US Dollar","0","Units","2015","2015",1122912273174.14,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1999-Q3","Q3-1999","USD","US Dollar","0","Units","2015","2015",1140375837207.58,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1999-Q4","Q4-1999","USD","US Dollar","0","Units","2015","2015",1156585180359.06,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2000-Q1","Q1-2000","USD","US Dollar","0","Units","2015","2015",1174999909933.33,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2000-Q2","Q2-2000","USD","US Dollar","0","Units","2015","2015",1188975043463.82,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2000-Q3","Q3-2000","USD","US Dollar","0","Units","2015","2015",1201009140475.07,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2000-Q4","Q4-2000","USD","US Dollar","0","Units","2015","2015",1203224409137.24,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2001-Q1","Q1-2001","USD","US Dollar","0","Units","2015","2015",1209474925548.35,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2001-Q2","Q2-2001","USD","US Dollar","0","Units","2015","2015",1212760770143.91,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2001-Q3","Q3-2001","USD","US Dollar","0","Units","2015","2015",1211916662196.42,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2001-Q4","Q4-2001","USD","US Dollar","0","Units","2015","2015",1219362929573.13,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2002-Q1","Q1-2002","USD","US Dollar","0","Units","2015","2015",1237469662686.56,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2002-Q2","Q2-2002","USD","US Dollar","0","Units","2015","2015",1244561816485.29,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2002-Q3","Q3-2002","USD","US Dollar","0","Units","2015","2015",1255512984763.93,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2002-Q4","Q4-2002","USD","US Dollar","0","Units","2015","2015",1262394317455.78,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2003-Q1","Q1-2003","USD","US Dollar","0","Units","2015","2015",1269308590945.59,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2003-Q2","Q2-2003","USD","US Dollar","0","Units","2015","2015",1267447435861.39,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2003-Q3","Q3-2003","USD","US Dollar","0","Units","2015","2015",1272264204041.69,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2003-Q4","Q4-2003","USD","US Dollar","0","Units","2015","2015",1280962221740.52,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2004-Q1","Q1-2004","USD","US Dollar","0","Units","2015","2015",1290209527245.16,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2004-Q2","Q2-2004","USD","US Dollar","0","Units","2015","2015",1305483351734.85,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2004-Q3","Q3-2004","USD","US Dollar","0","Units","2015","2015",1320980350130.65,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2004-Q4","Q4-2004","USD","US Dollar","0","Units","2015","2015",1330451653061.36,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2005-Q1","Q1-2005","USD","US Dollar","0","Units","2015","2015",1335010659497.71,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2005-Q2","Q2-2005","USD","US Dollar","0","Units","2015","2015",1344551138104.11,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2005-Q3","Q3-2005","USD","US Dollar","0","Units","2015","2015",1361070124756.33,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2005-Q4","Q4-2005","USD","US Dollar","0","Units","2015","2015",1374553616877.41,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2006-Q1","Q1-2006","USD","US Dollar","0","Units","2015","2015",1385623372028.66,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2006-Q2","Q2-2006","USD","US Dollar","0","Units","2015","2015",1386365363502.5,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2006-Q3","Q3-2006","USD","US Dollar","0","Units","2015","2015",1390297671257.84,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2006-Q4","Q4-2006","USD","US Dollar","0","Units","2015","2015",1395566551890.01,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2007-Q1","Q1-2007","USD","US Dollar","0","Units","2015","2015",1404629388926.14,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2007-Q2","Q2-2007","USD","US Dollar","0","Units","2015","2015",1418182056722.91,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2007-Q3","Q3-2007","USD","US Dollar","0","Units","2015","2015",1424102341634.56,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2007-Q4","Q4-2007","USD","US Dollar","0","Units","2015","2015",1426141377027.7,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2008-Q1","Q1-2008","USD","US Dollar","0","Units","2015","2015",1426995367214.56,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2008-Q2","Q2-2008","USD","US Dollar","0","Units","2015","2015",1431977662904.57,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2008-Q3","Q3-2008","USD","US Dollar","0","Units","2015","2015",1443947525359.82,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2008-Q4","Q4-2008","USD","US Dollar","0","Units","2015","2015",1427297599035.76,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2009-Q1","Q1-2009","USD","US Dollar","0","Units","2015","2015",1394870677533.31,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2009-Q2","Q2-2009","USD","US Dollar","0","Units","2015","2015",1379549912406.54,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2009-Q3","Q3-2009","USD","US Dollar","0","Units","2015","2015",1385834193135.54,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2009-Q4","Q4-2009","USD","US Dollar","0","Units","2015","2015",1402159652599.8,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2010-Q1","Q1-2010","USD","US Dollar","0","Units","2015","2015",1418863107720.54,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2010-Q2","Q2-2010","USD","US Dollar","0","Units","2015","2015",1426216317343.03,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2010-Q3","Q3-2010","USD","US Dollar","0","Units","2015","2015",1436484787584.14,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2010-Q4","Q4-2010","USD","US Dollar","0","Units","2015","2015",1452700718895.21,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2011-Q1","Q1-2011","USD","US Dollar","0","Units","2015","2015",1463442713106.86,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2011-Q2","Q2-2011","USD","US Dollar","0","Units","2015","2015",1466265739491.22,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2011-Q3","Q3-2011","USD","US Dollar","0","Units","2015","2015",1486608329265.53,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2011-Q4","Q4-2011","USD","US Dollar","0","Units","2015","2015",1498398664371.96,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2012-Q1","Q1-2012","USD","US Dollar","0","Units","2015","2015",1499127479526.61,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2012-Q2","Q2-2012","USD","US Dollar","0","Units","2015","2015",1504180597932.22,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2012-Q3","Q3-2012","USD","US Dollar","0","Units","2015","2015",1506253397643.25,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2012-Q4","Q4-2012","USD","US Dollar","0","Units","2015","2015",1509387714568.24,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units","2015","2015",1522812736772.95,,
"CAN","Canada","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units","2015","2015",1531754516376.61,,
