Pays,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,USA,USA,USA,USA,USA,USA,USA,USA,USA
Variables,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100
1992-04-01,62.8045721666667,10.6340788333333,112.742,56.1257576666667,32.875,36.113,208.193,0.2345,0.3278,,3.79931708601442,,,,,,0.2096,0.3202,,,,,,,,0.1594,0.3926,,11.0,139.8865,,65.49325,49.58675,268.7225,0.1425,0.5419,,,61.76830649,,43.40185915,27.110227128,112.949780344,0.19,0.3653,,6.54903856559371,320.92432,,103.47565,128.96734,564.51497,0.2584,0.2341,,9.1539597912601,,,,,,0.2112,0.3212,,,,,,,,0.1755,0.3207,,,15.438,,5.564,6.37,28.701,0.2173,0.3352,,,202.661,,63.792,85.316,379.699,0.2642,0.2744,,,,,60.539,58.705,301.474,0.283,0.2574,,8.60572362757693,,,,,,0.2342,0.2937,,14.9558277132402,,,,,,0.236,0.3049,,,,,,,,0.1874,0.3383,64.0237274332587,2.1,,62.6761709468476,,,,0.2076,0.2665,,,,,,,,0.2302,0.309,,,,,,,,0.242,0.2709,,,172.01,,201.54,86.352,495.252,0.2222,0.3613,63.4,10.5,15.525,56.8,7.216,4.191,27.654,0.2301,0.3542,,,,,,,,0.2653,0.2576,,,,,,,,0.3095,0.238,,,,,,,,0.1978,0.3636,66.6,7.6,6203.224,61.5333333333333,780.613,1655.489,9637.732,0.2524,0.2856
1992-07-01,62.9896266333333,10.8227171666667,112.963,56.1719595,33.513,36.404,210.305,0.2345,0.3278,,3.59800079082935,,,,,,0.2096,0.3202,,,,,,,,0.1594,0.3926,,11.5333333333333,140.63175,,66.49075,50.58425,270.1655,0.1425,0.5419,,,61.593852068,,42.555585564,25.840929337,111.799687902,0.19,0.3653,,6.76038394473812,321.32507,,106.45744,125.68068,563.5315,0.2584,0.2341,,8.94274279501665,,,,,,0.2112,0.3212,,,,,,,,0.1755,0.3207,,,15.416,,5.561,6.275,28.452,0.2173,0.3352,,,203.941,,63.361,84.352,379.844,0.2642,0.2744,,,,,59.352,58.929,303.395,0.283,0.2574,,8.76237910114313,,,,,,0.2342,0.2937,,15.0480694598757,,,,,,0.236,0.3049,,,,,,,,0.1874,0.3383,63.9741205314346,2.16666666666667,,62.5819432725385,,,,0.2076,0.2665,,,,,,,,0.2302,0.309,,,,,,,,0.242,0.2709,,,168.337,,206.641,85.669,501.74,0.2222,0.3613,63.1,10.6,15.515,56.4,7.003,4.174,27.137,0.2301,0.3542,,,,,,,,0.2653,0.2576,,,,,,,,0.3095,0.238,,,,,,,,0.1978,0.3636,66.6,7.63333333333333,6269.718,61.5333333333333,797.168,1664.898,9732.979,0.2524,0.2856
1992-10-01,62.6712115,11.1484149,113.334,55.6844260666667,34.524,39.496,214.62,0.2345,0.3278,,3.76750421079959,,,,,,0.2096,0.3202,,,,,,,,0.1594,0.3926,,11.7333333333333,141.14925,,68.307,48.487,271.7025,0.1425,0.5419,,,61.584955945,,42.460123812,25.590230495,110.943776487,0.19,0.3653,,7.07352660128464,330.78289,,101.66527,125.40805,561.7915,0.2584,0.2341,,9.14278030725658,,,,,,0.2112,0.3212,,,,,,,,0.1755,0.3207,,,15.276,,5.834,6.092,28.235,0.2173,0.3352,,,205.086,,62.815,83.177,379.042,0.2642,0.2744,,,,,61.693,57.51,305.506,0.283,0.2574,,8.88952535542804,,,,,,0.2342,0.2937,,15.2148799913763,,,,,,0.236,0.3049,,,,,,,,0.1874,0.3383,64.2494023362764,2.26666666666667,,62.7796302890997,,,,0.2076,0.2665,,,,,,,,0.2302,0.309,,,,,,,,0.242,0.2709,,,171.135,,202.699,93.122,498.149,0.2222,0.3613,63.2,10.6,15.729,56.5,7.03,4.322,27.405,0.2301,0.3542,,,,,,,,0.2653,0.2576,,,,,,,,0.3095,0.238,,,,,,,,0.1978,0.3636,66.2666666666667,7.36666666666667,6344.446,61.3666666666667,801.187,1699.334,9834.51,0.2524,0.2856
1993-01-01,62.4408239666667,10.9024234666667,113.284,55.6334097666667,34.684,38.444,216.105,0.2365,0.3275,,3.94411856232806,,,,,,0.2056,0.3326,,,,,,,,0.1606,0.3892,,11.1333333333333,141.9,,70.786,47.956,273.44125,0.1425,0.5419,,,61.297467323,,44.14290052,25.327357302,110.771709694,0.1786,0.3784,,7.37362895973398,321.55559,,99.56196,122.46974,557.66818,0.274,0.2447,,10.4296112260098,,,,,,0.2185,0.3212,,,,,,,,0.1731,0.3285,,,15.247,,6.372,5.563,28.325,0.2088,0.3498,,,202.37,,63.661,81.786,376.671,0.268,0.2739,,,,,62.409,58.908,307.712,0.277,0.269,,9.43493933348429,,,,,,0.2304,0.2937,,15.7499609523088,,,,,,0.2382,0.2989,,,,,,,,0.1754,0.3486,63.8428123964369,2.3,,62.3603126413022,,,,0.206,0.272,,,,,,,,0.2358,0.3053,,,,,,,,0.2333,0.2767,,,172.726,,197.08,83.521,494.871,0.222,0.3636,63.0,10.1,15.677,56.7,7.086,4.463,28.005,0.2271,0.3593,,,,,,,,0.2624,0.2592,,,302.855,,153.592,123.009,639.913,0.2935,0.2554,,,,,,,,0.2,0.3584,66.2,7.13333333333333,6368.772,61.4333333333333,803.009,1700.163,9850.973,0.2509,0.2863
1993-04-01,62.2184495333333,10.8490109,114.19,55.4682640666667,35.379,38.846,217.327,0.2365,0.3275,,4.59278174148441,,,,,,0.2056,0.3326,,,,,,,,0.1606,0.3892,,11.6333333333333,142.42075,,72.81125,49.0945,275.93075,0.1425,0.5419,,,61.33883421,,42.670821889,25.602301325,111.996036533,0.1786,0.3784,,7.7812003634503,321.91626,,97.46778,121.47012,557.51685,0.274,0.2447,,10.8348848817002,,,,,,0.2185,0.3212,,,,,,,,0.1731,0.3285,,,15.157,,6.323,5.643,28.262,0.2088,0.3498,,,203.677,,62.394,80.328,376.929,0.268,0.2739,,,,,61.56,58.574,309.236,0.277,0.269,,9.6027391641905,,,,,,0.2304,0.2937,,15.7768227067192,,,,,,0.2382,0.2989,,,,,,,,0.1754,0.3486,63.8393869251784,2.43333333333333,,62.2828784119107,,,,0.206,0.272,,,,,,,,0.2358,0.3053,,,,,,,,0.2333,0.2767,,,173.415,,213.754,88.57,503.462,0.222,0.3636,63.2,10.2,15.926,56.8,7.302,4.727,28.29,0.2271,0.3593,,,,,,,,0.2624,0.2592,,,306.445,,155.318,123.225,648.144,0.2935,0.2554,,,,,,,,0.2,0.3584,66.3333333333333,7.06666666666667,6426.703,61.6666666666667,812.631,1728.534,9908.347,0.2509,0.2863
1993-07-01,62.3549488,10.8877338,113.938,55.5658997,36.529,38.445,217.554,0.2365,0.3275,,4.28740665342352,,,,,,0.2056,0.3326,,,,,,,,0.1606,0.3892,,11.4333333333333,143.357,,73.3675,50.15275,278.5605,0.1425,0.5419,,,61.597134533,,41.12877515,25.473601652,112.393556269,0.1786,0.3784,,8.16891482273833,324.72146,,97.96472,122.22741,560.84578,0.274,0.2447,,10.6162737685021,,,,,,0.2185,0.3212,,,,,,,,0.1731,0.3285,,,14.965,,6.65,5.517,28.424,0.2088,0.3498,,,204.014,,63.171,79.376,377.512,0.268,0.2739,,,,,62.621,58.639,311.683,0.277,0.269,,9.7368090096605,,,,,,0.2304,0.2937,,15.6606470967252,,,,,,0.2382,0.2989,,,,,,,,0.1754,0.3486,63.8447872735297,2.53333333333333,,62.2371551668703,,,,0.206,0.272,,,,,,,,0.2358,0.3053,,,,,,,,0.2333,0.2767,,,174.907,,209.85,91.181,513.494,0.222,0.3636,63.3,9.5,16.063,57.2,7.464,5.113,29.063,0.2271,0.3593,,,,,,,,0.2624,0.2592,,,306.081,,165.671,120.968,656.871,0.2935,0.2554,,,,,,,,0.2,0.3584,66.3333333333333,6.8,6498.229,61.8333333333333,810.46,1745.359,9955.641,0.2509,0.2863
1993-10-01,62.860575,10.8876561333333,115.864,56.0165133333333,37.262,39.598,221.594,0.2365,0.3275,,4.26231278166434,,,,,,0.2056,0.3326,,,,,,,,0.1606,0.3892,,11.3,143.71975,,75.507,50.85075,279.763,0.1425,0.5419,,,61.559673831,,42.440765376,25.868680266,113.062567961,0.1786,0.3784,,8.5204723378075,328.32811,,99.91691,120.34932,560.31617,0.274,0.2447,,10.8278928733245,,,,,,0.2185,0.3212,,,,,,,,0.1731,0.3285,,,14.75,,6.857,5.477,28.634,0.2088,0.3498,,,204.7,,65.554,79.09,378.318,0.268,0.2739,,,,,64.338,59.866,313.765,0.277,0.269,,9.83166631056254,,,,,,0.2304,0.2937,,15.5371865279017,,,,,,0.2382,0.2989,,,,,,,,0.1754,0.3486,64.0134650203497,2.73333333333333,,62.2649983958935,,,,0.206,0.272,,,,,,,,0.2358,0.3053,,,,,,,,0.2333,0.2767,,,178.016,,221.038,94.273,531.764,0.222,0.3636,63.6,9.4,16.264,57.6,7.666,5.124,29.56,0.2271,0.3593,,,,,,,,0.2624,0.2592,,,305.892,,165.434,123.795,655.952,0.2935,0.2554,,,,,,,,0.2,0.3584,66.3333333333333,6.63333333333333,6555.274,61.9,836.583,1803.922,10091.049,0.2509,0.2863
1994-01-01,62.8023138666667,10.4406948,116.506,56.2453309666667,38.37,40.844,225.301,0.2345,0.3272,,3.62473694312792,,,,,,0.2048,0.3412,,,,,,,,0.1607,0.3895,,11.0333333333333,146.05925,,75.998,51.50875,283.8855,0.1425,0.5419,,,61.960376635,,43.171189709,25.795741469,113.623647847,0.1689,0.3817,,8.59621589740809,327.36635,,102.91626,124.12065,568.1653,0.2579,0.2733,,7.82713565875859,,,,,,0.2097,0.3312,,,,,,,,0.1746,0.3289,,,14.79,,6.887,5.447,28.829,0.1956,0.3732,,,204.907,,65.296,80.363,381.156,0.2616,0.2843,,,,,66.712,60.572,317.468,0.2651,0.3008,,9.48182110984406,,,,,,0.2295,0.2973,,15.2801488432675,,,,,,0.2409,0.2944,,,,,,,,0.167,0.3604,63.8197950139931,2.86666666666667,61876.25,61.9944278989336,9439.025,34942.0,111568.6,0.2043,0.2765,,,,,,,,0.2237,0.3139,,,,,,,,0.2305,0.2809,,,180.177,,222.587,88.388,525.701,0.2222,0.364,64.0,9.3,16.62,58.0,7.929,5.076,30.451,0.2247,0.3631,,,,,,,,0.2584,0.2646,,,309.233,,173.067,129.047,663.354,0.2873,0.2677,,,,,,,,0.1962,0.361,66.5666666666667,6.56666666666667,6630.253,62.2,844.786,1804.884,10188.954,0.2522,0.2873
1994-04-01,62.7199527333333,9.8832338,117.214,56.5212768333333,39.043,43.177,228.104,0.2345,0.3272,,3.49949828754775,,,,,,0.2048,0.3412,,,,,,,,0.1607,0.3895,,10.6333333333333,146.2865,,81.402,53.123,288.034,0.1425,0.5419,,,62.09327739,,42.407508512,26.369904805,112.447137645,0.1689,0.3817,,8.6572464347625,325.36264,,107.85084,125.51408,569.52707,0.2579,0.2733,,8.13438561863903,,,,,,0.2097,0.3312,,,,,,,,0.1746,0.3289,,,14.79,,7.315,5.556,29.083,0.1956,0.3732,,,206.789,,67.98,81.273,385.212,0.2616,0.2843,,,,,66.946,59.354,321.166,0.2651,0.3008,,9.6119582470314,,,,,,0.2295,0.2973,,15.0238944163045,,,,,,0.2409,0.2944,,,,,,,,0.167,0.3604,63.8326277076174,2.8,62206.125,62.0387542367462,9491.0,35375.35,110950.375,0.2043,0.2765,,,,,,,,0.2237,0.3139,,,,,,,,0.2305,0.2809,,,180.63,,225.769,97.502,537.944,0.2222,0.364,63.9,8.5,16.897,58.4,8.147,5.519,30.53,0.2247,0.3631,,,,,,,,0.2584,0.2646,,,308.453,,177.717,128.268,670.186,0.2873,0.2677,,,,,,,,0.1962,0.361,66.5,6.2,6681.841,62.3666666666667,873.301,1839.627,10327.019,0.2522,0.2873
1994-07-01,63.1073221666667,9.47555,119.446,57.1274961666667,38.728,45.151,229.839,0.2345,0.3272,,3.72060182567023,,,,,,0.2048,0.3412,,,,,,,,0.1607,0.3895,,10.1333333333333,146.92725,,84.59575,53.16,291.71625,0.1425,0.5419,,,62.287354428,,42.616171617,26.877650516,113.655162306,0.1689,0.3817,,8.46660182768792,329.04946,,107.49583,126.13506,573.6124,0.2579,0.2733,,7.92793129015437,,,,,,0.2097,0.3312,,,,,,,,0.1746,0.3289,,,15.466,,7.626,5.676,29.741,0.1956,0.3732,,,207.615,,69.387,81.923,387.46,0.2616,0.2843,,,,,68.899,59.751,324.811,0.2651,0.3008,,9.68507576559085,,,,,,0.2295,0.2973,,14.5705682501414,,,,,,0.2409,0.2944,,,,,,,,0.167,0.3604,63.5786571408316,2.96666666666667,62653.3,61.6958131222875,9664.625,35520.575,112233.625,0.2043,0.2765,,,,,,,,0.2237,0.3139,,,,,,,,0.2305,0.2809,,,181.398,,221.855,94.019,530.636,0.2222,0.364,64.1,8.0,17.167,59.0,8.287,5.711,30.647,0.2247,0.3631,,,,,,,,0.2584,0.2646,,,310.375,,180.292,131.089,677.917,0.2873,0.2677,,,,,,,,0.1962,0.361,66.5333333333333,6.0,6732.791,62.5333333333333,905.984,1864.201,10387.382,0.2522,0.2873
1994-10-01,63.0244716,9.056946,120.103,57.3164514,39.133,46.321,232.09,0.2345,0.3272,,3.74945701337036,,,,,,0.2048,0.3412,,,,,,,,0.1607,0.3895,,9.76666666666666,148.643,,87.95775,53.5305,293.84475,0.1425,0.5419,,,62.552880228,,44.78369769,27.120847103,114.218580234,0.1689,0.3817,,8.24586808008004,331.81459,,108.24134,128.7553,580.27002,0.2579,0.2733,,8.18244568979888,,,,,,0.2097,0.3312,,,,,,,,0.1746,0.3289,,,16.644,,7.855,5.71,30.492,0.1956,0.3732,,,208.198,,72.872,82.212,390.869,0.2616,0.2843,,,,,70.686,60.075,326.734,0.2651,0.3008,,9.70149951840571,,,,,,0.2295,0.2973,,14.0737730262656,,,,,,0.2409,0.2944,,,,,,,,0.167,0.3604,63.4907153179417,2.93333333333333,62685.45,61.6399082568807,9705.175,35336.525,111781.95,0.2043,0.2765,,,,,,,,0.2237,0.3139,,,,,,,,0.2305,0.2809,,,181.545,,242.712,96.326,551.607,0.2222,0.364,64.5,7.6,17.374,59.6,8.115,5.934,30.955,0.2247,0.3631,,,,,,,,0.2584,0.2646,,,314.483,,193.523,138.897,688.168,0.2873,0.2677,,,,,,,,0.1962,0.361,66.7,5.63333333333333,6805.581,63.0,926.9,1895.254,10506.372,0.2522,0.2873
1995-01-01,63.2578343333333,8.7659565,121.481,57.7126705666667,40.151,44.821,232.016,0.2241,0.3275,,3.79769254905748,33.8040512,,17.8266651,14.7927307,59.7236571,0.2007,0.3421,,,38.765,,39.124,14.847,71.086,0.1568,0.3974,65.1,9.63333333333333,148.5895,58.8666666666667,90.39775,52.2025,296.576,0.1454,0.5462,,,62.464349402,,44.601468343,28.028929494,113.710492982,0.1722,0.3848,,8.08325823592824,330.52229,,112.23482,125.60494,578.30298,0.2573,0.2879,,7.3747516822535,171.7697,,123.7207,59.03179,360.82,0.2103,0.3253,,,110.155,,35.032,35.105,177.507,0.1755,0.3284,,,16.287,,8.127,6.198,30.242,0.2046,0.3513,,,208.994,,74.134,82.851,393.033,0.2645,0.2862,,,199.356,,73.741,59.289,328.056,0.2611,0.3117,,9.90266189368336,26.387820167,,5.233800664,6.071612875,39.213611354,0.23,0.2984,,12.7419282217575,10.248414492,,10.587627928,4.291470578,23.298801624,0.242,0.2929,,,,,,,,0.1653,0.363,63.5377489645633,3.03333333333333,63224.5,61.6260576372543,9827.95,35106.975,113019.75,0.2063,0.272,,,2.218697,,6.372849,0.964037,5.66745,0.2277,0.313,,,,,,,,0.2323,0.2884,,,184.141,,234.779,93.626,547.298,0.2183,0.365,64.4,6.8,17.582,60.0,8.378,5.955,31.373,0.22,0.3726,,,22.773623,,7.259898,7.237854,35.824734,0.256,0.2702,,,312.15,,201.549,137.791,696.803,0.2889,0.2678,,,,,,,,0.198,0.3599,66.7666666666667,5.46666666666667,6822.519,63.0666666666667,944.76,1931.397,10543.644,0.2554,0.2858
1995-04-01,63.4802976333333,8.3650901,123.0,58.1700781,39.864,43.64,232.863,0.2241,0.3275,,3.76720711909849,33.8967644,,17.8517238,14.9503735,60.1900813,0.2007,0.3421,,,39.086,,38.244,15.095,71.385,0.1568,0.3974,64.8333333333333,9.5,149.73125,58.6333333333333,88.4445,52.07875,296.69575,0.1454,0.5462,,,62.722112059,,44.52652498,27.960019305,113.872185923,0.1722,0.3848,,8.12475295952074,335.05055,,113.26418,126.86206,582.61531,0.2573,0.2879,,7.24867003506669,173.7711,,121.3563,59.76629,359.7877,0.2103,0.3253,,,111.139,,34.988,35.427,178.608,0.1755,0.3284,,,16.252,,8.404,6.22,31.055,0.2046,0.3513,,,212.565,,75.798,82.455,394.682,0.2645,0.2862,,,200.613,,72.799,59.39,329.292,0.2611,0.3117,,10.0034900580266,26.527697019,,5.208119324,6.601795891,39.58517341,0.23,0.2984,,12.1914121103226,10.501434339,,10.977832796,4.239797532,23.481548939,0.242,0.2929,,,,,,,,0.1653,0.363,63.437734778124,3.06666666666667,63739.75,61.4939973321476,9974.45,36005.425,114085.475,0.2063,0.272,,,2.207249,,6.28938,0.929179,5.664846,0.2277,0.313,,,,,,,,0.2323,0.2884,,,187.913,,233.066,93.849,552.074,0.2183,0.365,64.5,6.4,17.603,60.4,8.473,6.285,32.084,0.22,0.3726,,,23.239486,,7.117202,7.636311,36.247151,0.256,0.2702,,,314.614,,202.679,137.968,700.305,0.2889,0.2678,,,,,,,,0.198,0.3599,66.6333333333334,5.66666666666667,6882.33,62.8333333333333,958.011,1931.786,10575.1,0.2554,0.2858
1995-07-01,63.6282772333333,8.3690197,123.325,58.3032247666667,41.933,46.74,238.186,0.2241,0.3275,,3.72899213607175,34.1406725,,18.1683216,15.0453464,60.330821,0.2007,0.3421,,,39.39,,37.647,15.265,71.813,0.1568,0.3974,64.7333333333333,9.43333333333333,151.36825,58.6333333333333,88.5105,51.953,297.08675,0.1454,0.5462,,,62.954195782,,44.211145438,27.597494358,114.483367569,0.1722,0.3848,,8.23630429973539,334.6899,,114.18705,126.7106,583.75013,0.2573,0.2879,,7.04471896221934,174.6535,,120.7843,62.66278,361.2882,0.2103,0.3253,,,111.439,,35.984,35.479,179.329,0.1755,0.3284,,,16.091,,7.75,6.231,30.906,0.2046,0.3513,,,210.613,,74.871,82.461,395.31,0.2645,0.2862,,,201.613,,75.265,59.818,332.436,0.2611,0.3117,,10.0335814133929,26.513314612,,5.047650974,7.606785064,39.798086269,0.23,0.2984,,11.7907028167448,10.751523829,,11.434720715,4.683264025,23.889698072,0.242,0.2929,,,,,,,,0.1653,0.363,63.5849926422511,3.16666666666667,64088.325,61.5609137055838,10068.45,36983.1,115425.225,0.2063,0.272,,,2.255914,,6.325981,1.007158,5.680631,0.2277,0.313,,,,,,,,0.2323,0.2884,,,188.965,,242.929,96.612,565.083,0.2183,0.365,64.8,6.2,17.846,60.8,8.488,6.259,32.061,0.22,0.3726,,,23.004038,,7.396196,7.402201,36.404403,0.256,0.2702,,,313.906,,201.653,145.01,703.854,0.2889,0.2678,,,,,,,,0.198,0.3599,66.6,5.66666666666667,6944.7,62.8333333333333,999.47,1947.323,10665.06,0.2554,0.2858
1995-10-01,63.7306777666667,8.39033816666666,124.707,58.3834776666667,41.991,44.118,238.246,0.2241,0.3275,,3.77597179501363,34.4212568,,17.906808,15.2584046,60.9251107,0.2007,0.3421,,,39.642,,38.351,15.258,71.961,0.1568,0.3974,64.6,9.3,151.4215,58.6,91.85525,52.20425,298.30425,0.1454,0.5462,,,63.021220719,,44.938767705,28.067165109,114.483209841,0.1722,0.3848,,8.38982660987273,335.4112,,116.24576,125.72612,583.82579,0.2573,0.2879,,6.77071634684053,175.0917,,122.1478,66.07297,363.9317,0.2103,0.3253,,,112.332,,36.527,35.483,180.692,0.1755,0.3284,,,16.119,,8.0,6.545,30.93,0.2046,0.3513,,,210.979,,75.676,82.578,396.018,0.2645,0.2862,,,203.875,,76.273,60.123,333.055,0.2611,0.3117,,10.0218418688096,26.696053969,,5.63830062,6.280220862,40.028584039,0.23,0.2984,,11.8126942785516,10.927390205,,11.797231275,4.810641754,24.376440111,0.242,0.2929,,,,,,,,0.1653,0.363,63.3690175853952,3.33333333333333,64531.1,61.2511080157022,10039.525,37502.65,115702.5,0.2063,0.272,,,2.283546,,6.488893,1.224334,6.059235,0.2277,0.313,,,,,,,,0.2323,0.2884,,,189.424,,247.889,103.868,572.054,0.2183,0.365,65.2,6.4,18.008,61.0,8.568,6.482,32.381,0.22,0.3726,,,23.069618,,7.753473,7.47342,36.651051,0.256,0.2702,,,314.93,,203.774,150.177,710.73,0.2889,0.2678,,,,,,,,0.198,0.3599,66.5,5.56666666666667,6993.144,62.8,1013.737,1975.189,10737.478,0.2554,0.2858
1996-01-01,63.6420900666667,8.40074113333334,125.826,58.2956735,44.323,45.713,242.299,0.2315,0.3283,,4.44979934633932,34.8368804,,18.1739689,15.4150796,61.1602639,0.198,0.3529,,,39.721,,39.243,15.002,71.816,0.1542,0.4066,64.7333333333333,9.5,153.4925,58.6,91.9075,53.35125,298.5095,0.1454,0.5462,,,63.444429051,,46.048299272,27.818162972,115.068901027,0.1788,0.3794,,8.71695834381552,337.43494,,117.47035,118.97103,579.05954,0.2591,0.2878,,7.11373242123935,177.4266,,125.905,59.85612,363.9864,0.2093,0.3287,,,112.393,,37.843,35.766,181.76,0.1808,0.3161,,,16.517,,8.119,6.83,31.49,0.2021,0.3581,,,214.349,,77.084,83.184,398.253,0.2645,0.2864,,,206.346,,77.88,61.7,334.982,0.2662,0.2987,,10.2059778445716,26.857522825,,5.413858627,6.807643212,40.245922059,0.2265,0.3071,,12.2055047071018,11.050379704,,11.959002731,4.971751738,25.009233592,0.2358,0.3017,,,221.9278,,80.5304,71.9572,379.2888,0.1648,0.3712,63.3636851162057,3.36666666666667,64360.05,61.2313338395343,10200.175,38297.6,116660.925,0.209,0.2687,,,2.288909,,6.460826,0.924935,5.795259,0.2438,0.2996,,,59.89741,,57.25254,22.68337,119.38827,0.2274,0.2934,,,196.134,,256.58,110.219,580.694,0.2124,0.3721,65.3,6.4,18.44,61.2,8.617,6.611,32.627,0.2162,0.3811,,,23.632245,,7.661447,7.206241,36.940558,0.2575,0.2697,,,316.229,,205.383,147.227,715.375,0.2815,0.283,,,,,,,,0.1959,0.3577,66.5333333333333,5.53333333333333,7057.641,62.8666666666667,1025.937,2025.784,10817.896,0.249,0.2994
1996-04-01,63.5780276,8.41594633333333,126.651,58.2271808333333,45.354,48.285,244.023,0.2315,0.3283,,3.95062091112124,35.378022,,18.2529431,15.6269916,61.7244205,0.198,0.3529,,,39.967,,40.076,15.027,72.32,0.1542,0.4066,64.6333333333333,9.43333333333333,153.78625,58.5666666666667,95.4545,53.37025,300.588,0.1454,0.5462,,,63.597992813,,44.64554967,27.625620295,114.675557213,0.1788,0.3794,,8.78083572935459,339.27842,,118.03835,128.27063,586.92762,0.2591,0.2878,,7.15242366193818,177.944,,128.8561,64.80696,373.8432,0.2093,0.3287,,,113.774,,38.335,35.952,183.102,0.1808,0.3161,,,16.647,,8.683,6.783,31.631,0.2021,0.3581,,,213.831,,76.908,82.954,399.235,0.2645,0.2864,,,207.531,,79.098,63.77,336.145,0.2662,0.2987,,10.3555775638026,26.970998752,,5.459457849,7.109427435,40.476885776,0.2265,0.3071,,12.1109071436262,11.199651915,,12.392607016,5.251325184,25.47018498,0.2358,0.3017,,,221.9762,,80.3036,72.7099,379.5479,0.1648,0.3712,63.49796430099,3.4,65141.325,61.3504295098535,10187.975,39138.5,118135.175,0.209,0.2687,,,2.296249,,6.472165,1.30991,5.861279,0.2438,0.2996,,,60.20318,,56.93597,24.14949,120.71941,0.2274,0.2934,,,197.25,,261.704,109.02,579.898,0.2124,0.3721,65.6,6.2,18.673,61.6,8.857,6.708,33.057,0.2162,0.3811,,,23.662521,,7.770802,7.75084,37.383657,0.2575,0.2697,,,316.863,,211.444,147.21,709.858,0.2815,0.283,,,,,,,,0.1959,0.3577,66.7,5.5,7133.566,63.0666666666667,1042.609,2080.619,10998.322,0.249,0.2994
