,Unnamed: 0,Dates,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,Pays,numero
2673,34,1998-Q2,121.24272220799999,3833.0,3976.0,,66.394042071,30.749911918000002,55.225853151,Switzerland,23
2674,35,1998-Q3,121.357770303,,,,66.71685528100001,30.968741036999997,53.364946241999995,Switzerland,23
2675,36,1998-Q4,120.970830731,,,,67.110924212,31.645991661,53.644996193000004,Switzerland,23
2676,37,1999-Q1,121.212034521,,,,67.29077764,31.509241651999996,53.355105163000005,Switzerland,23
2677,38,1999-Q2,122.041878671,3862.0,3987.4,3.1449064553343,67.72253375,31.236937801,55.028141011,Switzerland,23
2678,39,1999-Q3,122.736520449,,,,68.123192045,31.747906899999997,56.686557821,Switzerland,23
2679,40,1999-Q4,125.716791483,,,,68.680033213,32.444861167,57.670708836,Switzerland,23
2680,41,2000-Q1,126.688831456,,,,68.812326617,32.756977881,59.730907357,Switzerland,23
2681,42,2000-Q2,127.236876917,3878.8,3985.0,2.66499372647428,69.265608515,33.164658401,63.331955978,Switzerland,23
2682,43,2000-Q3,128.223077483,,,,69.799539899,33.042094041,62.762352973999995,Switzerland,23
2683,44,2000-Q4,129.60159110700002,,,,70.057188587,33.81988058,64.70788826100001,Switzerland,23
2684,45,2001-Q1,129.6464098,,,,70.630448736,33.303762714,64.726113141,Switzerland,23
2685,46,2001-Q2,130.36454357899999,3938.2,4038.7,2.4909005373016098,71.198763943,32.924240705,62.396894593,Switzerland,23
2686,47,2001-Q3,130.156446644,,,,71.468991959,32.361863769,60.96130929,Switzerland,23
2687,48,2001-Q4,129.983466071,,,,71.476967145,31.93459952,62.79402577,Switzerland,23
2688,49,2002-Q1,129.897023745,,,,71.495530104,32.832289951999996,60.391545196,Switzerland,23
2689,50,2002-Q2,130.130467421,3964.9,4084.3,2.9233895649193298,71.40291376399999,32.915022035,62.126479794,Switzerland,23
2690,51,2002-Q3,130.45039156200002,,,,71.558319103,32.867074466,62.391515293000005,Switzerland,23
2691,52,2002-Q4,129.835946205,,,,71.37713593,32.547492711,61.462173428,Switzerland,23
2692,53,2003-Q1,128.878251664,,,,71.485773003,32.061246026999996,59.595647088,Switzerland,23
