Pays,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Finland,Finland,Finland,Finland,Finland,Finland,Finland,France,France,France,France,France,France,France,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Ireland,Ireland,Ireland,Ireland,Ireland,Ireland,Ireland,Iceland,Iceland,Iceland,Iceland,Iceland,Iceland,Iceland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Korea,Korea,Korea,Korea,Korea,Korea,Korea,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Norway,Norway,Norway,Norway,Norway,Norway,Norway,New-Zealand,New-Zealand,New-Zealand,New-Zealand,New-Zealand,New-Zealand,New-Zealand,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Slovak Republic,Slovak Republic,Slovak Republic,Slovak Republic,Slovak Republic,Slovak Republic,Slovak Republic,United-States,United-States,United-States,United-States,United-States,United-States,United-States
Variables,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports
1992-Q2,564.51497,36443.8984550998,38997.8849823605,6.54903856559371,320.92432,128.96734,103.47565,208.193,7626.32996633333,8533.85121233333,10.6340788333333,112.742,36.113,32.875,,3536.188222,3675.84523819,3.79931708601442,,,,,3763.4491,,,,,,268.7225,12728.2666666667,14304.2666666667,11.0,139.8865,49.58675,65.49325,,2647.89586626208,2914.70697036208,9.1539597912601,,,,,,,,,,,32.116,,,,17.095,6.992,5.692,379.699,,,,202.661,85.316,63.792,,,,,,,,,1162.87322602357,1367.37555878901,14.9558277132402,,,,,,,,,,,,,,,,,,133236.6,18968.2058878984,19474.9029021517,2.43333333333333,81123.8,51615.0,17207.2,,64186.6666666667,65566.6666666666,2.1,,,,,,,,,,,495.252,,,,172.01,86.352,201.54,27.654,1518.0,1695.0,10.5,15.525,4.191,7.216,,,,,,,,,,,,,,,301.474,,,,,58.705,60.539,,,,,,,,112.949780344,,,,61.76830649,27.110239994,43.40200293,,,,,,,,9637.732,118406.666666667,128139.666666667,7.6,6203.224,1655.489,780.613
1992-Q3,563.5315,36320.6485243242,38954.0949018895,6.76038394473812,321.32507,125.68068,106.45744,210.305,7652.38970366667,8581.15581933333,10.8227171666667,112.963,36.404,33.513,,3557.067838,3689.82787409,3.59800079082935,,,,,3758.867803,,,,,,270.1655,12708.7666666667,14364.6,11.5333333333333,140.63175,50.58425,66.49075,,2643.61571232084,2903.24548912084,8.94274279501665,,,,,,,,,,,31.839,,,,17.069,6.896,5.684,379.844,,,,203.941,84.352,63.361,,,,,,,,,1165.93917204476,1372.46930662048,15.0480694598757,,,,,,,,,,,,,,,,,,133326.7,19026.2728591977,19525.7946511396,2.56666666666667,81954.2,49584.6,17581.8,,64280.0,65710.0,2.16666666666667,,,,,,,,,,,501.74,,,,168.337,85.669,206.641,27.137,1511.0,1690.0,10.6,15.515,4.174,7.003,,,,,,,,,,,,,,,303.395,,,,,58.929,59.352,,,,,,,,111.799687902,,,,61.593852068,25.840941601,42.555726541,,,,,,,,9732.979,118753.0,128559.0,7.63333333333333,6269.718,1664.898,797.168
1992-Q4,561.7915,36248.7104131897,39007.9479909444,7.07352660128464,330.78289,125.40805,101.66527,214.62,7604.41276266667,8558.54977233334,11.1484149,113.334,39.496,34.524,,3548.334846,3687.25222899,3.76750421079959,,,,,3761.625617,,,,,,271.7025,12713.2333333333,14401.8333333333,11.7333333333333,141.14925,48.487,68.307,,2641.0228791518,2906.7837295518,9.14278030725658,,,,,,,,,,,31.601,,,,16.902,6.687,5.971,379.042,,,,205.086,83.177,62.815,,,,,,,,,1170.58156246546,1380.64504991725,15.2148799913763,,,,,,,,,,,,,,,,,,135407.5,19073.5719674608,19588.1552947879,2.6,83637.2,50611.5,18077.9,,64640.0,66153.3333333334,2.26666666666667,,,,,,,,,,,498.149,,,,171.135,93.122,202.699,27.405,1518.0,1699.0,10.6,15.729,4.322,7.03,,,,,,,,,,,,,,,305.506,,,,,57.51,61.693,,,,,,,,110.943776487,,,,61.584955945,25.59024264,42.460264473,,,,,,,,9834.51,118833.666666667,128340.333333333,7.36666666666667,6344.446,1699.334,801.187
1993-Q1,557.66818,36146.9727612082,39024.4941642965,7.37362895973398,321.55559,122.46974,99.56196,216.105,7621.34706866667,8553.91110433334,10.9024234666667,113.284,38.444,34.684,,3540.689071,3686.07212594,3.94411856232806,,,,,3740.241773,,,,,,273.44125,12766.3,14360.8666666667,11.1333333333333,141.9,47.956,70.786,,2602.68369652808,2905.74120772808,10.4296112260098,,,,,,,,,,,31.694,,,,16.897,6.091,6.52,376.671,,,,202.37,81.786,63.661,,,,,,,,,1172.53834756529,1391.73626602304,15.7499609523088,,,,,,,,,,,,,,,,,,138103.0,19017.0974477171,19531.0962398776,2.83333333333333,85330.5,53038.4,18356.7,,64360.0,65890.0,2.3,,,,,,,,,,,494.871,,,,172.726,83.521,197.08,28.005,1526.0,1697.0,10.1,15.677,4.463,7.086,,,,,,,,,,,,,,,307.712,,,,,58.908,62.409,640.077,,,,302.919,122.802,153.541,110.771709694,,,,61.297467323,25.327369323,44.143046756,,,,,,,,9850.973,119297.333333333,128485.333333333,7.13333333333333,6368.772,1700.163,803.009
1993-Q2,557.51685,35993.8670240778,39030.9428944378,7.7812003634503,321.91626,121.47012,97.46778,217.327,7617.084034,8544.046103,10.8490109,114.19,38.846,35.379,,3562.258392,3733.74096533,4.59278174148441,,,,,3747.145423,,,,,,275.93075,12761.5666666667,14439.4333333333,11.6333333333333,142.42075,49.0945,72.81125,,2589.97894446715,2904.69982686715,10.8348848817002,,,,,,,,,,,31.628,,,,16.777,6.186,6.469,376.93,,,,203.677,80.328,62.394,,,,,,,,,1179.39918201269,1400.32615714057,15.7768227067192,,,,,,,,,,,,,,,,,,141645.8,19108.2602976067,19712.813046834,3.0,86209.4,55431.4,18795.4,,64423.3333333333,66033.3333333334,2.43333333333333,,,,,,,,,,,503.462,,,,173.415,88.57,213.754,28.29,1535.0,1708.0,10.2,15.926,4.727,7.302,,,,,,,,,,,,,,,309.236,,,,,58.574,61.56,647.853,,,,306.388,123.189,155.174,111.996036533,,,,61.33883421,25.602313476,42.670963248,,2085.656791,2381.756791,12.4319998212613,,,,9908.347,119959.666666667,129086.333333333,7.06666666666667,6426.703,1728.534,812.631
1993-Q3,560.84578,35922.0271320942,39117.5026002947,8.16891482273833,324.72146,122.22741,97.96472,217.554,7649.904214,8584.56451433333,10.8877338,113.938,38.445,36.529,,3575.779123,3735.95469308,4.28740665342352,,,,,3742.798108,,,,,,278.5605,12812.7333333333,14468.9,11.4333333333333,143.357,50.15275,73.3675,,2580.6207762103,2887.1259736103,10.6162737685021,,,,,,,,,,,31.811,,,,16.565,6.063,6.798,377.513,,,,204.014,79.376,63.171,,,,,,,,,1186.00909004578,1406.23451475371,15.6606470967252,,,,,,,,,,,,,,,,,,144257.3,19338.9710580148,19913.4514620078,2.9,87817.1,56191.1,19580.2,,64523.3333333333,66190.0,2.53333333333333,,,,,,,,,,,513.494,,,,174.907,91.181,209.85,29.063,1552.0,1716.0,9.5,16.063,5.113,7.464,,,,,,,,,,,,,,,311.683,,,,,58.639,62.621,655.831,,,,305.774,121.014,165.408,112.393556269,,,,61.597134533,25.473613742,41.128911401,,2085.375919,2389.875919,12.7412472580339,,,,9955.641,120625.666666667,129428.0,6.8,6498.229,1745.359,810.46
1993-Q4,560.31617,35891.1330826198,39234.060340971,8.5204723378075,328.32811,120.34932,99.91691,221.594,7731.46857533333,8676.08933833333,10.8876561333333,115.864,39.598,37.262,,3585.950885,3745.60007578,4.26231278166434,,,,,3745.552766,,,,,,279.763,12849.2,14484.9666666667,11.3,143.71975,50.85075,75.507,,2574.71658279447,2887.35644559447,10.8278928733245,,,,,,,,,,,32.045,,,,16.318,6.029,7.013,378.316,,,,204.7,79.09,65.554,,,,,,,,,1194.05338037624,1413.70306208268,15.5371865279017,,,,,,,,,,,,,,,,,,147017.9,19483.9517538393,20072.1083925908,2.83333333333333,89891.4,57554.8,19876.3,,64693.3333333333,66510.0,2.73333333333333,,,,,,,,,,,531.764,,,,178.016,94.273,221.038,29.56,1566.0,1729.0,9.4,16.264,5.124,7.666,,,,,,,,,,,,,,,313.765,,,,,59.866,64.338,656.36,,,,306.079,123.755,165.416,113.062567961,,,,61.559673831,25.868692543,42.440905972,,2089.157933,2405.557933,13.1528738368572,,,,10091.049,121152.0,129741.666666667,6.63333333333333,6555.274,1803.922,836.583
1994-Q1,568.1653,35896.5637907866,39272.5138715221,8.59621589740809,327.36635,124.12065,102.91626,225.301,7787.86583566667,8695.75329333334,10.4406948,116.506,40.844,38.37,,3693.706275,3832.62899404,3.62473694312792,,,,,3745.619136,,,,,,283.8855,12891.5,14487.9,11.0333333333333,146.05925,51.50875,75.998,,2569.31200494585,2787.49285194585,7.82713565875859,,,,,,,,,,,32.26,,,,16.434,5.985,7.047,381.151,,,,204.907,80.357,65.296,,,,,,,,,1203.878930141,1421.01162089369,15.2801488432675,,,,,,,,,,,,,,,,,,151306.2,19789.7151971647,20300.6716183922,2.7,92581.3,60635.4,20839.8,111569.575,64530.0,66430.0,2.86666666666667,61876.275,34942.925,9439.025,,,,,,,,525.701,,,,180.177,88.388,222.587,30.451,1582.0,1744.0,9.3,16.62,5.076,7.929,,,,,,,,,,,,,,,317.468,,,,,60.572,66.712,663.171,,,,309.166,128.816,172.987,113.623647847,,,,61.960376635,25.795753712,43.171332726,,2116.70048367324,2442.87248099018,13.3519862315829,,,,10188.954,121994.0,130555.0,6.56666666666667,6630.253,1804.884,844.786
1994-Q2,569.52707,35806.0168337575,39199.6249688101,8.6572464347625,325.36264,125.51408,107.85084,228.104,7846.850717,8707.407482,9.8832338,117.214,43.177,39.043,,3702.320468,3836.5815745,3.49949828754775,,,,,3751.936973,,,,,,288.034,12998.2,14545.6666666667,10.6333333333333,146.2865,53.123,81.402,,2556.62216726807,2783.00230666807,8.13438561863903,,,,,,,,,,,32.543,,,,16.378,6.102,7.486,385.213,,,,206.789,81.274,67.98,,,,,,,,,1214.32917445415,1429.02427230925,15.0238944163045,,,,,,,,,,,,,,,,,,153774.9,19744.4468061694,20261.0959289932,2.53333333333333,94032.3,61630.0,21911.5,110951.325,64673.3333333333,66543.3333333334,2.8,62206.125,35376.275,9491.0,,,,,,,,537.944,,,,180.63,97.502,225.769,30.53,1599.0,1749.0,8.5,16.897,5.519,8.147,,,,,,,,,,,,,,,321.166,,,,,59.354,66.946,670.262,,,,308.511,128.394,177.591,112.447137645,,,,62.09327739,26.36991732,42.407648998,,2106.04265317141,2437.24073434199,13.5890589921555,,,,10327.019,122596.0,130653.666666667,6.2,6681.841,1839.627,873.301
1994-Q3,573.6124,35706.4175017082,39009.1684725729,8.46660182768792,329.04946,126.13506,107.49583,229.839,7953.94810366667,8786.51873666667,9.47555,119.446,45.151,38.728,,3716.148838,3859.75495118,3.72060182567023,,,,,3791.745283,,,,,,291.71625,13130.2,14610.2666666667,10.1333333333333,146.92725,53.16,84.59575,,2545.91539467106,2765.13325957106,7.92793129015437,,,,,,,,,,,33.286,,,,17.091,6.223,7.796,387.463,,,,207.615,81.927,69.387,,,,,,,,,1226.78311540421,1436.01928548031,14.5705682501414,,,,,,,,,,,,,,,,,,156361.8,19888.0703365077,20390.3081084862,2.43333333333333,95998.1,63348.6,23014.2,112234.575,64443.3333333333,66410.0,2.96666666666667,62653.275,35521.5,9664.625,,,,,,,,530.636,,,,181.398,94.019,221.855,30.647,1620.0,1761.0,8.0,17.167,5.711,8.287,,,,,,,,,,,,,,,324.811,,,,,59.751,68.899,677.649,,,,310.324,131.167,180.135,113.655162306,,,,62.287354428,26.877663273,42.616312794,,2107.69785798789,2444.14485896121,13.765428008073,,,,10387.382,123245.0,131116.0,6.0,6732.791,1864.201,905.984
1994-Q4,580.27002,35615.0018737477,38815.6926870948,8.24586808008004,331.81459,128.7553,108.24134,232.09,8000.91929333333,8797.70954733334,9.056946,120.103,46.321,39.133,,3678.582818,3821.88266565,3.74945701337036,,,,,3794.549646,,,,,,293.84475,13224.6,14652.0,9.76666666666666,148.643,53.5305,87.95775,,2548.15043311502,2775.23230961502,8.18244568979888,,,,,,,,,,,34.125,,,,18.394,6.266,8.033,390.87,,,,208.198,82.214,72.872,,,,,,,,,1239.00878000064,1441.94482131675,14.0737730262656,,,,,,,,,,,,,,,,,,162507.4,19983.9002622285,20472.4696852701,2.23333333333333,98782.7,67842.0,24707.7,111782.9,64500.0,66436.6666666666,2.93333333333333,62685.45,35337.45,9705.175,,,,,,,,551.607,,,,181.545,96.326,242.712,30.955,1643.0,1778.0,7.6,17.374,5.934,8.115,,,,,,,,,,,,,,,326.734,,,,,60.075,70.686,687.94,,,,314.474,138.583,193.448,114.218580234,,,,62.552880228,27.120859974,44.783846048,,2110.45900516746,2450.24192570662,13.867321303025,,,,10506.372,124449.666666667,131862.0,5.63333333333333,6805.581,1895.254,926.9
